전표번호,발주일자,봉투 종류,협회코드,제작업체,수량,조달수수료,조달단가,금액,미입고수량,수정구분,수정일자,LOT발생구분,전송구분,데이터기준일자
A00000175,2005-05-30,일반용 20L,1,(주)서림케미칼,100000,0,38.7,3870000,0,M,2005-06-24,1,1,2020-09-15
A00000176,2005-07-01,스티커 1000원,3,성광디자인(주),15000,0,115,1725000,0,M,2005-07-18,1,1,2020-09-15
A00000176,2005-07-01,대형폐기물스티커 1000원권,3,성광디자인(주),15000,0,115,1725000,0,M,2005-07-18,1,1,2020-09-15
A00000177,2005-07-01,스티커 5000원,3,성광디자인(주),15000,0,115,1725000,0,M,2005-07-18,1,1,2020-09-15
A00000177,2005-07-01,대형폐기물스티커 5000원권,3,성광디자인(주),15000,0,115,1725000,0,M,2005-07-18,1,1,2020-09-15
A00000178,2005-07-05,음식물 2L,1,(주)서림케미칼,50000,0,11,550000,0,M,2005-07-25,1,1,2020-09-15
A00000178,2005-07-05,음식물 2L,1,(주)서림케미칼,50000,0,11,550000,0,M,2005-07-25,1,1,2020-09-15
A00000179,2005-07-05,음식물 5L,1,(주)서림케미칼,50000,0,16.94,847000,0,M,2005-07-25,1,1,2020-09-15
A00000179,2005-07-05,음식물 5L,1,(주)서림케미칼,50000,0,16.94,847000,0,M,2005-07-25,1,1,2020-09-15
A00000181,2005-07-05,음식물 20L,1,(주)서림케미칼,50000,0,38.7,1935000,0,M,2005-07-25,1,1,2020-09-15
A00000181,2005-07-05,음식물 20L,1,(주)서림케미칼,50000,0,38.7,1935000,0,M,2005-07-25,1,1,2020-09-15
A00000182,2005-08-01,일반용 10L,1,(주)서림케미칼,100000,0,23.4,2340000,0,M,2005-09-06,1,1,2020-09-15
A00000182,2005-08-01,일반용 10L,1,(주)서림케미칼,100000,0,23.4,2340000,0,M,2005-09-06,1,1,2020-09-15
A00000183,2005-08-01,일반용 20L,1,(주)서림케미칼,100000,0,38.7,3870000,0,M,2005-09-01,1,1,2020-09-15
A00000183,2005-08-01,일반용 20L,1,(주)서림케미칼,100000,0,38.7,3870000,0,M,2005-09-01,1,1,2020-09-15
A00000185,2005-08-01,일반용 50L,1,(주)서림케미칼,90000,0,84.31,7587900,0,M,2005-09-06,1,1,2020-09-15
A00000185,2005-08-01,일반용 50L,1,(주)서림케미칼,90000,0,84.31,7587900,0,M,2005-09-06,1,1,2020-09-15
A00000188,2005-08-01,일반용 100L,1,(주)서림케미칼,30000,0,156.59,4697700,0,M,2005-09-01,1,1,2020-09-15
A00000188,2005-08-01,일반용 100L,1,(주)서림케미칼,30000,0,156.59,4697700,0,M,2005-09-01,1,1,2020-09-15
A00000197,2005-09-20,음식물 2L,1,당산화학공업(주),50000,0,12.11,605500,0,M,2005-10-07,1,1,2020-09-15
A00000197,2005-09-20,음식물 2L,1,당산화학공업(주),50000,0,12.11,605500,0,M,2005-10-07,1,1,2020-09-15
A00000198,2005-09-20,음식물 3L,1,당산화학공업(주),20000,0,14.18,283600,0,M,2005-10-07,1,1,2020-09-15
A00000198,2005-09-20,음식물 3L,1,당산화학공업(주),20000,0,14.18,283600,0,M,2005-10-07,1,1,2020-09-15
A00000200,2005-09-20,음식물 5L,1,당산화학공업(주),30000,0,17.27,518100,0,M,2005-10-07,1,1,2020-09-15
A00000200,2005-09-20,음식물 5L,1,당산화학공업(주),30000,0,17.27,518100,0,M,2005-10-07,1,1,2020-09-15
A00000201,2005-09-28,일반용 100L,1,(주)서림케미칼,100000,0,164.06,16406000,0,M,2005-11-03,1,1,2020-09-15
A00000201,2005-09-28,일반용 100L,1,(주)서림케미칼,100000,0,164.06,16406000,0,M,2005-11-03,1,1,2020-09-15
A00000202,2005-10-19,일반용 20L,1,당산화학공업(주),70000,0,40.33,2823100,0,M,2005-11-03,1,1,2020-09-15
A00000202,2005-10-19,일반용 20L,1,당산화학공업(주),70000,0,40.33,2823100,0,M,2005-11-03,1,1,2020-09-15
A00000203,2005-10-21,음식물 2L,1,당산화학공업(주),50000,0,12.11,605500,0,M,2005-11-03,1,1,2020-09-15
A00000203,2005-10-21,음식물 2L,1,당산화학공업(주),50000,0,12.11,605500,0,M,2005-11-03,1,1,2020-09-15
A00000204,2005-10-21,음식물 3L,1,당산화학공업(주),20000,0,14.18,283600,0,M,2005-11-03,1,1,2020-09-15
A00000204,2005-10-21,음식물 3L,1,당산화학공업(주),20000,0,14.18,283600,0,M,2005-11-03,1,1,2020-09-15
A00000206,2005-10-21,음식물 10L,1,당산화학공업(주),30000,0,23.4,702000,0,M,2005-11-03,1,1,2020-09-15
A00000206,2005-10-21,음식물 10L,1,당산화학공업(주),30000,0,23.4,702000,0,M,2005-11-03,1,1,2020-09-15
A00000207,2006-01-13,음식물 2L,1,(주)대신화학,80000,0,12.11,968800,0,M,2006-02-02,1,1,2020-09-15
A00000207,2006-01-13,음식물 2L,1,(주)대신화학,80000,0,12.11,968800,0,M,2006-02-02,1,1,2020-09-15
A00000208,2006-01-13,음식물 3L,1,(주)대신화학,50000,0,14.18,709000,0,M,2006-02-02,1,1,2020-09-15
A00000208,2006-01-13,음식물 3L,1,(주)대신화학,50000,0,14.18,709000,0,M,2006-02-02,1,1,2020-09-15
A00000210,2006-01-13,음식물 5L,1,(주)대신화학,50000,0,17.27,863500,0,M,2006-02-02,1,1,2020-09-15
A00000210,2006-01-13,음식물 5L,1,(주)대신화학,50000,0,17.27,863500,0,M,2006-02-02,1,1,2020-09-15
A00000213,2006-01-13,음식물 10L,1,(주)대신화학,50000,0,23.4,1170000,0,M,2006-02-02,1,1,2020-09-15
A00000213,2006-01-13,음식물 10L,1,(주)대신화학,50000,0,23.4,1170000,0,M,2006-02-02,1,1,2020-09-15
A00000217,2006-01-13,음식물 20L,1,(주)대신화학,50000,0,38.7,1935000,0,M,2006-02-07,1,1,2020-09-15
A00000217,2006-01-13,음식물 20L,1,(주)대신화학,50000,0,38.7,1935000,0,M,2006-02-07,1,1,2020-09-15
A00000218,2006-01-26,일반용 10L,1,(주)대신화학,100000,0,24.85,2485000,0,M,2009-06-26,1,0,2020-09-15
A00000218,2006-01-26,일반용 10L,1,(주)대신화학,100000,0,24.85,2485000,0,M,2009-06-26,1,0,2020-09-15
A00000219,2006-01-26,일반용 20L,1,(주)대신화학,200000,0,40.33,8066000,0,M,2009-06-26,1,0,2020-09-15
A00000219,2006-01-26,일반용 20L,1,(주)대신화학,200000,0,40.33,8066000,0,M,2009-06-26,1,0,2020-09-15
A00000221,2006-01-26,일반용 50L,1,(주)대신화학,30000,0,88.84,2665200,0,M,2009-06-26,1,0,2020-09-15
A00000221,2006-01-26,일반용 50L,1,(주)대신화학,30000,0,88.84,2665200,0,M,2009-06-26,1,0,2020-09-15
A00000224,2006-01-26,일반용 100L,1,(주)대신화학,20000,0,164.06,3281200,0,M,2009-06-26,1,0,2020-09-15
A00000224,2006-01-26,일반용 100L,1,(주)대신화학,20000,0,164.06,3281200,0,M,2009-06-26,1,0,2020-09-15
A00000225,2006-03-02,음식물 2L,1,(주)대신화학,100000,0,12.11,1211000,0,M,2006-03-17,1,1,2020-09-15
A00000225,2006-03-02,음식물 2L,1,(주)대신화학,100000,0,12.11,1211000,0,M,2006-03-17,1,1,2020-09-15
A00000226,2006-03-02,음식물 3L,1,(주)대신화학,80000,0,14.18,1134400,0,M,2006-03-17,1,1,2020-09-15
A00000226,2006-03-02,음식물 3L,1,(주)대신화학,80000,0,14.18,1134400,0,M,2006-03-17,1,1,2020-09-15
A00000227,2006-03-02,음식물 5L,1,(주)대신화학,80000,0,17.27,1381600,0,M,2006-03-17,1,1,2020-09-15
A00000227,2006-03-02,음식물 5L,1,(주)대신화학,80000,0,17.27,1381600,0,M,2006-03-17,1,1,2020-09-15
A00000228,2006-03-07,일반용 10L,1,(주)대신화학,100000,0,24.85,2485000,0,M,2006-03-17,1,1,2020-09-15
A00000228,2006-03-07,일반용 10L,1,(주)대신화학,100000,0,24.85,2485000,0,M,2006-03-17,1,1,2020-09-15
A00000229,2006-03-07,일반용 50L,1,(주)대신화학,90000,0,88.84,7995600,0,M,2006-03-22,1,1,2020-09-15
A00000229,2006-03-07,일반용 50L,1,(주)대신화학,90000,0,88.84,7995600,0,M,2006-03-22,1,1,2020-09-15
A00000230,2006-04-11,일반용 10L,1,(주)대신화학,100000,0,24.85,2485000,0,M,2006-05-01,1,1,2020-09-15
A00000230,2006-04-11,일반용 10L,1,(주)대신화학,100000,0,24.85,2485000,0,M,2006-05-01,1,1,2020-09-15
A00000231,2006-04-11,일반용 20L,1,(주)대신화학,300000,0,40.33,12099000,0,M,2006-05-01,1,1,2020-09-15
A00000231,2006-04-11,일반용 20L,1,(주)대신화학,300000,0,40.33,12099000,0,M,2006-05-01,1,1,2020-09-15
A00000232,2006-06-05,음식물 2L,1,(주)대신화학,100000,0,12.11,1211000,0,M,2006-06-27,1,1,2020-09-15
A00000232,2006-06-05,음식물 2L,1,(주)대신화학,100000,0,12.11,1211000,0,M,2006-06-27,1,1,2020-09-15
A00000233,2006-06-05,음식물 3L,1,(주)대신화학,50000,0,14.18,709000,0,M,2006-06-27,1,1,2020-09-15
A00000233,2006-06-05,음식물 3L,1,(주)대신화학,50000,0,14.18,709000,0,M,2006-06-27,1,1,2020-09-15
A00000235,2006-06-05,음식물 5L,1,(주)대신화학,80000,0,17.27,1381600,0,M,2006-06-27,1,1,2020-09-15
A00000235,2006-06-05,음식물 5L,1,(주)대신화학,80000,0,17.27,1381600,0,M,2006-06-27,1,1,2020-09-15
A00000236,2006-06-13,일반용 10L,1,(주)대신화학,200000,0,25.01,5002000,200000,D,2006-06-13,1,1,2020-09-15
A00000236,2006-06-13,일반용 10L,1,(주)대신화학,200000,0,25.01,5002000,200000,D,2006-06-13,1,1,2020-09-15
A00000237,2006-06-13,일반용 20L,1,(주)대신화학,20000,0,40.57,811400,20000,D,2006-06-13,1,1,2020-09-15
A00000237,2006-06-13,일반용 20L,1,(주)대신화학,20000,0,40.57,811400,20000,D,2006-06-13,1,1,2020-09-15
A00000239,2006-06-13,일반용 50L,1,(주)대신화학,60000,0,88.87,5332200,60000,D,2006-06-13,1,1,2020-09-15
A00000239,2006-06-13,일반용 50L,1,(주)대신화학,60000,0,88.87,5332200,60000,D,2006-06-13,1,1,2020-09-15
A00000242,2006-06-13,일반용 100L,1,(주)대신화학,40000,0,164.3,6572000,40000,D,2006-06-13,1,1,2020-09-15
A00000242,2006-06-13,일반용 100L,1,(주)대신화학,40000,0,164.3,6572000,40000,D,2006-06-13,1,1,2020-09-15
A00000243,2006-06-14,일반용 10L,1,(주)대신화학,200000,0,25.01,5002000,0,M,2006-09-19,1,1,2020-09-15
A00000243,2006-06-14,일반용 10L,1,(주)대신화학,200000,0,25.01,5002000,0,M,2006-09-19,1,1,2020-09-15
A00000244,2006-06-14,일반용 20L,1,(주)대신화학,120000,0,40.57,4868400,0,M,2006-09-19,1,1,2020-09-15
A00000244,2006-06-14,일반용 20L,1,(주)대신화학,120000,0,40.57,4868400,0,M,2006-09-19,1,1,2020-09-15
A00000246,2006-06-14,일반용 50L,1,(주)대신화학,60000,0,88.87,5332200,0,M,2006-06-28,1,1,2020-09-15
A00000246,2006-06-14,일반용 50L,1,(주)대신화학,60000,0,88.87,5332200,0,M,2006-06-28,1,1,2020-09-15
A00000249,2006-06-14,일반용 100L,1,(주)대신화학,40000,0,164.3,6572000,0,M,2006-07-04,1,1,2020-09-15
A00000249,2006-06-14,일반용 100L,1,(주)대신화학,40000,0,164.3,6572000,0,M,2006-07-04,1,1,2020-09-15
A00000250,2006-08-03,사업장용 50L,1,(주)대신화학,6000,0,88.87,533220,0,M,2006-08-30,1,1,2020-09-15
A00000250,2006-08-03,사업장생활계용(특수용) 50L,1,(주)대신화학,6000,0,88.87,533220,0,M,2006-08-30,1,1,2020-09-15
A00000251,2006-08-03,사업장용 100L,1,(주)대신화학,10000,0,164.3,1643000,0,M,2006-08-30,1,1,2020-09-15
A00000251,2006-08-03,사업장생활계용(특수용) 100L,1,(주)대신화학,10000,0,164.3,1643000,0,M,2006-08-30,1,1,2020-09-15
A00000252,2006-08-17,음식물 2L,1,(주)대신화학,100000,0,12.11,1211000,0,M,2006-09-04,1,1,2020-09-15
A00000252,2006-08-17,음식물 2L,1,(주)대신화학,100000,0,12.11,1211000,0,M,2006-09-04,1,1,2020-09-15
A00000253,2006-08-17,음식물 3L,1,(주)대신화학,50000,0,14.18,709000,0,M,2006-09-08,1,1,2020-09-15
A00000253,2006-08-17,음식물 3L,1,(주)대신화학,50000,0,14.18,709000,0,M,2006-09-08,1,1,2020-09-15
A00000255,2006-08-17,음식물 5L,1,(주)대신화학,50000,0,17.49,874500,0,M,2006-09-07,1,1,2020-09-15
A00000255,2006-08-17,음식물 5L,1,(주)대신화학,50000,0,17.49,874500,0,M,2006-09-07,1,1,2020-09-15
A00000258,2006-08-17,음식물 10L,1,(주)대신화학,50000,0,25.01,1250500,0,M,2006-09-08,1,1,2020-09-15
A00000258,2006-08-17,음식물 10L,1,(주)대신화학,50000,0,25.01,1250500,0,M,2006-09-08,1,1,2020-09-15
A00000262,2006-08-17,음식물 20L,1,(주)대신화학,50000,0,40.57,2028500,0,M,2006-09-07,1,1,2020-09-15
A00000262,2006-08-17,음식물 20L,1,(주)대신화학,50000,0,40.57,2028500,0,M,2006-09-07,1,1,2020-09-15
A00000263,2006-10-04,일반용 50L,1,(주)대신화학,90000,0,88.87,7998300,0,M,2006-10-31,1,1,2020-09-15
A00000263,2006-10-04,일반용 50L,1,(주)대신화학,90000,0,88.87,7998300,0,M,2006-10-31,1,1,2020-09-15
A00000264,2006-10-04,일반용 100L,1,(주)대신화학,60000,0,164.3,9858000,0,M,2006-10-31,1,1,2020-09-15
A00000264,2006-10-04,일반용 100L,1,(주)대신화학,60000,0,164.3,9858000,0,M,2006-10-31,1,1,2020-09-15
A00000265,2006-10-23,음식물 2L,1,(주)대신화학,100000,0,12.11,1211000,0,M,2006-11-14,1,1,2020-09-15
A00000265,2006-10-23,음식물 2L,1,(주)대신화학,100000,0,12.11,1211000,0,M,2006-11-14,1,1,2020-09-15
A00000266,2006-10-23,음식물 3L,1,(주)대신화학,50000,0,14.18,709000,0,M,2006-11-14,1,1,2020-09-15
A00000266,2006-10-23,음식물 3L,1,(주)대신화학,50000,0,14.18,709000,0,M,2006-11-14,1,1,2020-09-15
A00000268,2006-10-23,음식물 5L,1,(주)대신화학,50000,0,17.49,874500,0,M,2006-11-14,1,1,2020-09-15
A00000268,2006-10-23,음식물 5L,1,(주)대신화학,50000,0,17.49,874500,0,M,2006-11-14,1,1,2020-09-15
A00000271,2006-10-23,음식물 10L,1,(주)대신화학,50000,0,25.01,1250500,0,M,2006-11-14,1,1,2020-09-15
A00000271,2006-10-23,음식물 10L,1,(주)대신화학,50000,0,25.01,1250500,0,M,2006-11-14,1,1,2020-09-15
A00000275,2006-10-23,음식물 20L,1,(주)대신화학,50000,0,40.57,2028500,0,M,2006-11-14,1,1,2020-09-15
A00000275,2006-10-23,음식물 20L,1,(주)대신화학,50000,0,40.57,2028500,0,M,2006-11-14,1,1,2020-09-15
A00000276,2007-01-16,일반용 20L,1,(주)대신화학,200000,0,40.57,8114000,0,M,2007-03-06,1,1,2020-09-15
A00000276,2007-01-16,일반용 20L,1,(주)대신화학,200000,0,40.57,8114000,0,M,2007-03-06,1,1,2020-09-15
A00000277,2007-01-16,일반용 50L,1,(주)대신화학,60000,0,88.87,5332200,0,M,2007-04-03,1,1,2020-09-15
A00000277,2007-01-16,일반용 50L,1,(주)대신화학,60000,0,88.87,5332200,0,M,2007-04-03,1,1,2020-09-15
A00000279,2007-01-16,사업장용 100L,1,(주)대신화학,50000,0,164.3,8215000,0,M,2007-08-28,1,0,2020-09-15
A00000279,2007-01-16,사업장생활계용(특수용) 100L,1,(주)대신화학,50000,0,164.3,8215000,0,M,2007-08-28,1,0,2020-09-15
A00000280,2007-01-19,스티커 1000원,3,성광디자인(주),25000,0,120,3000000,0,M,2007-02-20,1,1,2020-09-15
A00000280,2007-01-19,대형폐기물스티커 1000원권,3,성광디자인(주),25000,0,120,3000000,0,M,2007-02-20,1,1,2020-09-15
A00000281,2007-01-19,스티커 5000원,3,성광디자인(주),15000,0,120,1800000,0,M,2007-02-20,1,1,2020-09-15
A00000281,2007-01-19,대형폐기물스티커 5000원권,3,성광디자인(주),15000,0,120,1800000,0,M,2007-02-20,1,1,2020-09-15
A00000282,2007-04-05,일반용 20L,1,(주)대신화학,100000,0,44.91,4491000,0,M,2007-04-18,1,1,2020-09-15
A00000282,2007-04-05,일반용 20L,1,(주)대신화학,100000,0,44.91,4491000,0,M,2007-04-18,1,1,2020-09-15
A00000283,2007-04-05,일반용 100L,1,(주)대신화학,30000,0,169.97,5099100,0,M,2007-04-16,1,1,2020-09-15
A00000283,2007-04-05,일반용 100L,1,(주)대신화학,30000,0,169.97,5099100,0,M,2007-04-16,1,1,2020-09-15
A00000284,2007-05-04,음식물 2L,1,(주)대신화학,100000,0,16.44,1644000,0,M,2007-05-22,1,1,2020-09-15
A00000284,2007-05-04,음식물 2L,1,(주)대신화학,100000,0,16.44,1644000,0,M,2007-05-22,1,1,2020-09-15
A00000285,2007-05-04,음식물 5L,1,(주)대신화학,100000,0,21.82,2182000,0,M,2007-07-13,1,1,2020-09-15
A00000285,2007-05-04,음식물 5L,1,(주)대신화학,100000,0,21.82,2182000,0,M,2007-07-13,1,1,2020-09-15
A00000287,2007-05-04,음식물 20L,1,(주)대신화학,50000,0,44.91,2245500,0,M,2007-05-31,1,1,2020-09-15
A00000287,2007-05-04,음식물 20L,1,(주)대신화학,50000,0,44.91,2245500,0,M,2007-05-31,1,1,2020-09-15
A00000288,2007-05-07,일반용 10L,1,(주)대신화학,100000,0,29.35,2935000,100000,D,2007-05-07,1,1,2020-09-15
A00000288,2007-05-07,일반용 10L,1,(주)대신화학,100000,0,29.35,2935000,100000,D,2007-05-07,1,1,2020-09-15
A00000289,2007-05-07,일반용 50L,1,(주)대신화학,60000,0,94.54,5672400,60000,D,2007-05-07,1,1,2020-09-15
A00000289,2007-05-07,일반용 50L,1,(주)대신화학,60000,0,94.54,5672400,60000,D,2007-05-07,1,1,2020-09-15
A00000290,2007-05-08,일반용 10L,1,(주)대신화학,100000,0,29.35,2935000,0,M,2007-07-13,1,1,2020-09-15
A00000290,2007-05-08,일반용 10L,1,(주)대신화학,100000,0,29.35,2935000,0,M,2007-07-13,1,1,2020-09-15
A00000291,2007-05-08,일반용 50L,1,(주)대신화학,60000,0,94.54,5672400,0,M,2007-05-22,1,1,2020-09-15
A00000291,2007-05-08,일반용 50L,1,(주)대신화학,60000,0,94.54,5672400,0,M,2007-05-22,1,1,2020-09-15
A00000292,2007-06-11,일반용 20L,1,(주)대신화학,100000,0,44.91,4491000,0,M,2007-06-26,1,1,2020-09-15
A00000292,2007-06-11,일반용 20L,1,(주)대신화학,100000,0,44.91,4491000,0,M,2007-06-26,1,1,2020-09-15
A00000293,2007-06-11,일반용 100L,1,(주)대신화학,30000,0,169.97,5099100,0,M,2007-06-26,1,1,2020-09-15
A00000293,2007-06-11,일반용 100L,1,(주)대신화학,30000,0,169.97,5099100,0,M,2007-06-26,1,1,2020-09-15
A00000294,2007-06-25,음식물 2L,1,(주)대신화학,100000,0,16.44,1644000,0,M,2007-07-24,1,1,2020-09-15
A00000294,2007-06-25,음식물 2L,1,(주)대신화학,100000,0,16.44,1644000,0,M,2007-07-24,1,1,2020-09-15
A00000295,2007-06-25,음식물 3L,1,(주)대신화학,100000,0,18.51,1851000,0,M,2007-07-24,1,1,2020-09-15
A00000295,2007-06-25,음식물 3L,1,(주)대신화학,100000,0,18.51,1851000,0,M,2007-07-24,1,1,2020-09-15
A00000297,2007-06-25,음식물 5L,1,(주)대신화학,50000,0,21.82,1091000,0,M,2007-07-24,1,1,2020-09-15
A00000297,2007-06-25,음식물 5L,1,(주)대신화학,50000,0,21.82,1091000,0,M,2007-07-24,1,1,2020-09-15
A00000298,2007-06-25,일반용 50L,1,(주)대신화학,60000,0,94.54,5672400,0,M,2007-07-24,1,1,2020-09-15
A00000298,2007-06-25,일반용 50L,1,(주)대신화학,60000,0,94.54,5672400,0,M,2007-07-24,1,1,2020-09-15
A00000299,2007-08-03,일반용 10L,1,(주)대신화학,50000,0,29.35,1467500,0,M,2007-08-28,1,0,2020-09-15
A00000299,2007-08-03,일반용 10L,1,(주)대신화학,50000,0,29.35,1467500,0,M,2007-08-28,1,0,2020-09-15
A00000300,2007-08-03,일반용 20L,1,(주)대신화학,100000,0,44.91,4491000,0,M,2007-08-22,1,0,2020-09-15
A00000300,2007-08-03,일반용 20L,1,(주)대신화학,100000,0,44.91,4491000,0,M,2007-08-22,1,0,2020-09-15
A00000302,2007-08-03,일반용 50L,1,(주)대신화학,30000,0,94.54,2836200,0,M,2007-08-28,1,0,2020-09-15
A00000302,2007-08-03,일반용 50L,1,(주)대신화학,30000,0,94.54,2836200,0,M,2007-08-28,1,0,2020-09-15
A00000305,2007-08-03,일반용 100L,1,(주)대신화학,30000,0,169.97,5099100,0,M,2007-08-28,1,0,2020-09-15
A00000305,2007-08-03,일반용 100L,1,(주)대신화학,30000,0,169.97,5099100,0,M,2007-08-28,1,0,2020-09-15
A00000308,2007-11-02,일반용 50L,1,(주)대신화학,45000,0.8,94.54,4254300,0,M,2007-11-15,1,0,2020-09-15
A00000308,2007-11-02,일반용 50L,1,(주)대신화학,45000,0.8,94.54,4254300,0,M,2007-11-15,1,0,2020-09-15
A00000309,2007-11-02,일반용 100L,1,(주)대신화학,30000,0.8,169.97,5099100,0,M,2007-11-23,1,0,2020-09-15
A00000309,2007-11-02,일반용 100L,1,(주)대신화학,30000,0.8,169.97,5099100,0,M,2007-11-23,1,0,2020-09-15
A00000310,2007-11-05,음식물 2L,1,(주)대신화학,50000,0.8,16.44,822000,0,M,2007-11-23,1,0,2020-09-15
A00000310,2007-11-05,음식물 2L,1,(주)대신화학,50000,0.8,16.44,822000,0,M,2007-11-23,1,0,2020-09-15
A00000311,2007-11-05,음식물 3L,1,(주)대신화학,50000,0.8,18.51,925500,0,M,2007-11-23,1,0,2020-09-15
A00000311,2007-11-05,음식물 3L,1,(주)대신화학,50000,0.8,18.51,925500,0,M,2007-11-23,1,0,2020-09-15
A00000313,2007-11-05,음식물 5L,1,(주)대신화학,50000,0.8,21.82,1091000,0,M,2007-11-23,1,0,2020-09-15
A00000313,2007-11-05,음식물 5L,1,(주)대신화학,50000,0.8,21.82,1091000,0,M,2007-11-23,1,0,2020-09-15
A00000316,2007-11-05,음식물 10L,1,(주)대신화학,30000,0.8,29.35,880500,0,M,2007-11-23,1,0,2020-09-15
A00000316,2007-11-05,음식물 10L,1,(주)대신화학,30000,0.8,29.35,880500,0,M,2007-11-23,1,0,2020-09-15
A00000320,2007-11-05,음식물 20L,1,(주)대신화학,40000,0.8,44.91,1796400,0,M,2007-11-23,1,0,2020-09-15
A00000320,2007-11-05,음식물 20L,1,(주)대신화학,40000,0.8,44.91,1796400,0,M,2007-11-23,1,0,2020-09-15
A00000321,2007-11-30,일반용 20L,1,(주)대신화학,200000,0.8,44.91,8982000,0,M,2008-01-03,1,0,2020-09-15
A00000321,2007-11-30,일반용 20L,1,(주)대신화학,200000,0.8,44.91,8982000,0,M,2008-01-03,1,0,2020-09-15
A00000322,2007-11-30,일반용 50L,1,(주)대신화학,60000,0.8,94.54,5672400,0,M,2007-12-26,1,0,2020-09-15
A00000322,2007-11-30,일반용 50L,1,(주)대신화학,60000,0.8,94.54,5672400,0,M,2007-12-26,1,0,2020-09-15
A00000323,2007-12-18,음식물 2L,1,(주)대신화학,30000,0,16.42,492600,0,M,2008-01-22,1,0,2020-09-15
A00000323,2007-12-18,음식물 2L,1,(주)대신화학,30000,0,16.42,492600,0,M,2008-01-22,1,0,2020-09-15
A00000324,2007-12-18,음식물 3L,1,(주)대신화학,20000,0,18.51,370200,0,M,2008-03-07,1,0,2020-09-15
A00000324,2007-12-18,음식물 3L,1,(주)대신화학,20000,0,18.51,370200,0,M,2008-03-07,1,0,2020-09-15
A00000326,2007-12-18,음식물 5L,1,(주)대신화학,20000,0,21.82,436400,0,M,2008-03-07,1,0,2020-09-15
A00000326,2007-12-18,음식물 5L,1,(주)대신화학,20000,0,21.82,436400,0,M,2008-03-07,1,0,2020-09-15
A00000327,2007-12-21,일반용 100L,1,(주)대신화학,80000,0.8,169.97,13597600,0,M,2008-04-30,1,0,2020-09-15
A00000327,2007-12-21,일반용 100L,1,(주)대신화학,80000,0.8,169.97,13597600,0,M,2008-04-30,1,0,2020-09-15
A00000328,2007-12-21,사업장용 50L,1,(주)대신화학,20000,0.8,94.54,1890800,0,M,2008-08-18,1,0,2020-09-15
A00000328,2007-12-21,사업장생활계용(특수용) 50L,1,(주)대신화학,20000,0.8,94.54,1890800,0,M,2008-08-18,1,0,2020-09-15
A00000330,2007-12-21,사업장용 100L,1,(주)대신화학,40000,0.8,169.97,6798800,0,M,2008-07-04,1,0,2020-09-15
A00000330,2007-12-21,사업장생활계용(특수용) 100L,1,(주)대신화학,40000,0.8,169.97,6798800,0,M,2008-07-04,1,0,2020-09-15
A00000331,2007-12-21,스티커 1000원,3,성광디자인(주),40000,0,120,4800000,0,M,2008-02-12,1,0,2020-09-15
A00000331,2007-12-21,대형폐기물스티커 1000원권,3,성광디자인(주),40000,0,120,4800000,0,M,2008-02-12,1,0,2020-09-15
A00000332,2007-12-21,스티커 5000원,3,성광디자인(주),60000,0,120,7200000,0,M,2008-02-12,1,0,2020-09-15
A00000332,2007-12-21,대형폐기물스티커 5000원권,3,성광디자인(주),60000,0,120,7200000,0,M,2008-02-12,1,0,2020-09-15
A00000333,2007-12-27,음식물 2L,1,(주)대신화학,100000,0,16.42,1642000,0,M,2008-01-29,1,0,2020-09-15
A00000333,2007-12-27,음식물 2L,1,(주)대신화학,100000,0,16.42,1642000,0,M,2008-01-29,1,0,2020-09-15
A00000334,2007-12-27,음식물 3L,1,(주)대신화학,100000,0,18.51,1851000,0,M,2008-03-07,1,0,2020-09-15
A00000334,2007-12-27,음식물 3L,1,(주)대신화학,100000,0,18.51,1851000,0,M,2008-03-07,1,0,2020-09-15
A00000336,2007-12-27,음식물 5L,1,(주)대신화학,50000,0,21.82,1091000,0,M,2008-03-07,1,0,2020-09-15
A00000336,2007-12-27,음식물 5L,1,(주)대신화학,50000,0,21.82,1091000,0,M,2008-03-07,1,0,2020-09-15
A00000339,2007-12-27,음식물 10L,1,(주)대신화학,50000,0,29.35,1467500,0,M,2008-04-01,1,0,2020-09-15
A00000339,2007-12-27,음식물 10L,1,(주)대신화학,50000,0,29.35,1467500,0,M,2008-04-01,1,0,2020-09-15
A00000343,2007-12-27,음식물 20L,1,(주)대신화학,50000,0,44.91,2245500,0,M,2008-04-01,1,0,2020-09-15
A00000343,2007-12-27,음식물 20L,1,(주)대신화학,50000,0,44.91,2245500,0,M,2008-04-01,1,0,2020-09-15
A00000344,2008-02-18,일반용 10L,1,(주)대신화학,150000,0.8,29.35,4402500,0,M,2008-06-13,1,0,2020-09-15
A00000344,2008-02-18,일반용 10L,1,(주)대신화학,150000,0.8,29.35,4402500,0,M,2008-06-13,1,0,2020-09-15
A00000345,2008-03-13,일반용 20L,1,(주)대신화학,200000,0,44.91,8982000,0,M,2008-06-13,1,0,2020-09-15
A00000345,2008-03-13,일반용 20L,1,(주)대신화학,200000,0,44.91,8982000,0,M,2008-06-13,1,0,2020-09-15
A00000346,2008-03-13,일반용 50L,1,(주)대신화학,120000,0,94.54,11344800,0,M,2008-06-13,1,0,2020-09-15
A00000346,2008-03-13,일반용 50L,1,(주)대신화학,120000,0,94.54,11344800,0,M,2008-06-13,1,0,2020-09-15
